id	over/under	perc_associated_study	perc_associated_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	FDR	description	ANs_study
...GO:0034641	o	53.785	42.208	1.274	604	1123	474	1123	4.92e-08	1.42e-05	cellular nitrogen compound metabolic process	O13297, O14467, P00330, P00331, P00358, P00359, P00360, P00498, P00549, P00560, P00815, P00830, P00899, P00924, P00925, P00931, P00937, P00942, P00950, P00958, P01123, P02293, P02406, P02407, P04147, P04449, P04456, P04710, P04801, P04802, P04803, P04806, P04807, P04911, P05030, P05317, P05374, P05453, P05626, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06169, P06778, P06785, P06786, P06843, P07170, P07244, P07245, P07246, P07248, P07251, P07253, P07259, P07260, P07263, P07280, P07283, P07284, P07806, P09436, P09440, P09457, P09938, P09950, P09959, P0C0T4, P0C0W9, P0C2H6, P0C2H8, P0C2I9, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10591, P10659, P10664, P10962, P10964, P11412, P11484, P11632, P11633, P12383, P12385, P12684, P12687, P12709, P12887, P13188, P13298, P13382, P13393, P13574, P14120, P14126, P14164, P14540, P14682, P14742, P14922, P15019, P15108, P15180, P15424, P15436, P15454, P15565, P15624, P15625, P15646, P15700, P15873, P16140, P16387, P16550, P16622, P16649, P16861, P16862, P17076, P17106, P17255, P17558, P17629, P17695, P17709, P17890, P17898, P18480, P18562, P18888, P19263, P19358, P19955, P20051, P20053, P20095, P20134, P20447, P20448, P21269, P21373, P21538, P21951, P21957, P21965, P22035, P22082, P22134, P22138, P22147, P22217, P22354, P22579, P22936, P23248, P23254, P23255, P23293, P23542, P23615, P24783, P25039, P25040, P25302, P25374, P25441, P25443, P25502, P25554, P25555, P25567, P25582, P25588, P25627, P25694, P26321, P26637, P26783, P26784, P26785, P26793, P27476, P27616, P27692, P28272, P28273, P28274, P29055, P29056, P29295, P29453, P29468, P29539, P29952, P30902, P31378, P31385, P32340, P32419, P32432, P32445, P32447, P32454, P32473, P32494, P32495, P32527, P32558, P32561, P32591, P32597, P32657, P32776, P32787, P32832, P32861, P32892, P33201, P33203, P33309, P33322, P33330, P33399, P33411, P33417, P33442, P33750, P34161, P34167, P34247, P34730, P34760, P35169, P35177, P35187, P35189, P35194, P35691, P35817, P35997, P36009, P36010, P36049, P36053, P36059, P36080, P36124, P36160, P36421, P36534, P37012, P37291, P37292, P37838, P38009, P38075, P38077, P38086, P38088, P38112, P38121, P38122, P38129, P38144, P38199, P38205, P38255, P38333, P38336, P38351, P38625, P38630, P38689, P38701, P38705, P38707, P38708, P38720, P38754, P38768, P38779, P38787, P38788, P38791, P38793, P38801, P38803, P38804, P38805, P38827, P38828, P38850, P38858, P38859, P38882, P38883, P38920, P38931, P38934, P38961, P38972, P38996, P39001, P39015, P39073, P39109, P39517, P39520, P39521, P39678, P39705, P39730, P39925, P39927, P39938, P39954, P39956, P39979, P40007, P40010, P40012, P40018, P40040, P40055, P40078, P40151, P40154, P40160, P40161, P40185, P40212, P40327, P40348, P40466, P40470, P40489, P40493, P40505, P40506, P40525, P40535, P40545, P40553, P40562, P40693, P40825, P41057, P41058, P41696, P41805, P41812, P41814, P41895, P41896, P41921, P41940, P42073, P42846, P43572, P43577, P43579, P43583, P43586, P43609, P43616, P45976, P46367, P46655, P46669, P46672, P46784, P46947, P46957, P46969, P46990, P47006, P47037, P47047, P47077, P47083, P47110, P47119, P47143, P48164, P48234, P48240, P48525, P48570, P48589, P49089, P49166, P49167, P49687, P49723, P50094, P50095, P50105, P50861, P53040, P53044, P53063, P53064, P53072, P53114, P53136, P53163, P53165, P53184, P53221, P53254, P53261, P53272, P53276, P53297, P53438, P53549, P53552, P53617, P53628, P53725, P53743, P53833, P53852, P53854, P53875, P53905, P53909, P53927, P53941, P53946, P53973, P54113, P54115, P60010, P61830, P80210, P80428, P89105, P89886, Q00055, Q00416, Q00916, Q00955, Q01080, Q01163, Q01329, Q01448, Q01454, Q01560, Q01802, Q01855, Q01939, Q02046, Q02206, Q02326, Q02336, Q02455, Q02486, Q02555, Q02642, Q02753, Q02792, Q02890, Q02892, Q02908, Q02950, Q03195, Q03280, Q03330, Q03338, Q03434, Q03532, Q03661, Q03707, Q03750, Q03761, Q03774, Q03799, Q03833, Q03940, Q03973, Q04002, Q04003, Q04031, Q04116, Q04178, Q04217, Q04225, Q04226, Q04344, Q04347, Q04409, Q04500, Q04545, Q04600, Q04660, Q04673, Q04693, Q04779, Q04869, Q05021, Q05022, Q05123, Q05506, Q05543, Q05635, Q05775, Q05812, Q05911, Q05958, Q06053, Q06106, Q06178, Q06218, Q06224, Q06287, Q06337, Q06344, Q06405, Q06406, Q06494, Q06505, Q06506, Q06511, Q06629, Q06631, Q06639, Q06679, Q06697, Q07457, Q07458, Q07478, Q07540, Q07551, Q07794, Q08162, Q08208, Q08237, Q08421, Q08647, Q08649, Q08686, Q08746, Q08887, Q08923, Q08925, Q08965, Q12020, Q12060, Q12074, Q12080, Q12109, Q12136, Q12149, Q12159, Q12178, Q12186, Q12189, Q12211, Q12220, Q12265, Q12309, Q12345, Q12363, Q12389, Q12433, Q12460, Q12499, Q12514, Q12672, Q12692, Q12754, Q3E705, Q3E754, Q6Q547, Q99207, Q99216, Q99314, Q99383
.....GO:0046395	o	2.493	1.959	1.273	28	1123	22	1123	0.475	1	carboxylic acid catabolic process	P00330, P00331, P00927, P06169, P07246, P07275, P07991, P09624, P19262, P23542, P25379, P28817, P32419, P32771, P33327, P37303, P38137, P38891, P39726, P39954, P47039, P47176, P48015, P49095, P52893, Q01802, Q04792, Q12428
...GO:0005840	o	2.493	1.959	1.273	28	1123	22	1123	0.475	1	ribosome	P02994, P04147, P07253, P07260, P10081, P12945, P16521, P19955, P21560, P23301, P32324, P32527, P33892, P35691, P36008, P38828, P43535, P47089, P53235, P89886, Q01662, Q03195, Q04600, Q06177, Q08687, Q08689, Q12513, Q12754
....GO:0016054	o	2.493	1.959	1.273	28	1123	22	1123	0.475	1	organic acid catabolic process	P00330, P00331, P00927, P06169, P07246, P07275, P07991, P09624, P19262, P23542, P25379, P28817, P32419, P32771, P33327, P37303, P38137, P38891, P39726, P39954, P47039, P47176, P48015, P49095, P52893, Q01802, Q04792, Q12428
....GO:0051287	o	1.247	0.980	1.273	14	1123	11	1123	0.688	1	NAD binding	P00358, P00359, P00360, P00815, P13663, P21954, P28241, P28834, P36013, P40495, P40510, Q00055, Q01217, Q02961
....GO:1901565	o	2.939	2.315	1.269	33	1123	26	1123	0.429	1	organonitrogen compound catabolic process	P00330, P00331, P00927, P06169, P07246, P07275, P07991, P09624, P16550, P19262, P25379, P28817, P32454, P32771, P33327, P37303, P38791, P38891, P39726, P39954, P40327, P43616, P47039, P47176, P48015, P49095, P52893, P53909, Q01802, Q04792, Q06350, Q06494, Q12114
...GO:0016835	o	1.692	1.336	1.267	19	1123	15	1123	0.605	1	carbon-oxygen lyase activity	P00924, P00925, P00931, P05750, P06106, P07149, P07264, P08417, P08566, P16120, P19414, P22936, P28777, P31378, P32582, P36059, P39522, P39533, Q12428
.....GO:0006260	o	1.692	1.336	1.267	19	1123	15	1123	0.605	1	DNA replication	P09938, P0C2I9, P13382, P14164, P14682, P15436, P21951, P22082, P25588, P32445, P32558, P38199, P38859, P46957, P47110, P49723, P53261, Q01454, Q03434
.....GO:0043566	o	2.137	1.692	1.263	24	1123	19	1123	0.538	1	structure-specific DNA binding	P06168, P06843, P19414, P19882, P21951, P22082, P25555, P27476, P32445, P32657, P32787, P38086, P38801, P38920, P39015, P40040, P40161, P40562, P53941, P89105, Q03790, Q03973, Q05166, Q12692
....GO:0044271	o	29.920	23.776	1.258	336	1123	267	1123	0.00119	0.0815	cellular nitrogen compound biosynthetic process	O14467, P00830, P00899, P00931, P00937, P02406, P02407, P04449, P04456, P04710, P04801, P05030, P05317, P05626, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06778, P06785, P06843, P07170, P07244, P07245, P07248, P07251, P07259, P07263, P07280, P07283, P07284, P09440, P09457, P09938, P09950, P09959, P0C0T4, P0C0W9, P0C2H6, P0C2H8, P0C2I9, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10591, P10659, P10664, P10964, P11484, P11632, P11633, P12383, P12385, P12687, P13298, P13382, P13393, P13574, P14120, P14126, P14164, P14742, P14922, P15424, P15436, P15700, P15873, P16550, P16622, P16649, P17076, P17106, P17558, P17629, P17890, P18480, P18562, P18888, P19263, P19358, P19955, P20051, P20134, P21373, P21538, P21951, P21957, P22035, P22082, P22138, P22217, P22354, P22579, P23248, P23255, P23293, P23542, P23615, P25039, P25302, P25441, P25443, P25502, P25554, P25567, P26321, P26783, P26784, P26785, P26793, P27616, P27692, P28272, P28274, P29055, P29453, P29952, P30902, P31385, P32432, P32447, P32494, P32558, P32561, P32591, P32597, P32657, P32776, P32832, P33309, P33330, P33417, P33442, P34161, P34167, P34247, P35169, P35177, P35189, P35691, P35817, P35997, P36010, P36053, P36124, P36534, P38009, P38075, P38077, P38088, P38121, P38122, P38129, P38144, P38255, P38351, P38625, P38689, P38701, P38705, P38754, P38787, P38788, P38882, P38931, P38972, P38996, P39001, P39073, P39520, P39521, P39678, P39925, P39927, P39938, P39956, P40012, P40040, P40154, P40161, P40185, P40212, P40466, P40470, P40489, P40505, P40506, P40525, P40535, P40553, P41057, P41058, P41696, P41805, P41895, P41896, P41940, P42073, P43572, P43577, P43579, P43609, P46669, P46784, P46957, P46990, P47006, P47110, P47143, P48164, P48525, P48589, P49089, P49166, P49167, P49723, P50094, P50095, P50105, P50861, P53040, P53063, P53064, P53114, P53163, P53165, P53184, P53221, P53276, P53438, P53552, P53617, P53628, P53875, P53909, P53946, P53973, P54113, P61830, P80210, P80428, P89105, P89886, Q00416, Q00955, Q01080, Q01163, Q01329, Q01448, Q01855, Q02046, Q02206, Q02326, Q02336, Q02555, Q02642, Q02753, Q02792, Q02908, Q02950, Q03280, Q03330, Q03434, Q03661, Q03750, Q03761, Q03799, Q03833, Q03940, Q03973, Q04003, Q04116, Q04178, Q04226, Q04545, Q04673, Q04779, Q05021, Q05123, Q05543, Q05775, Q05911, Q05958, Q06178, Q06224, Q06337, Q06405, Q06505, Q06629, Q06639, Q06679, Q06697, Q07457, Q07458, Q07478, Q07540, Q07794, Q08421, Q08649, Q08887, Q08923, Q12060, Q12074, Q12159, Q12178, Q12189, Q12265, Q12345, Q12363, Q12433, Q12514, Q12672, Q12692, Q3E754, Q99314
....GO:0044270	o	3.918	3.117	1.257	44	1123	35	1123	0.36	1	cellular nitrogen compound catabolic process	P01123, P05453, P06169, P07260, P15436, P16550, P22147, P24783, P25555, P25694, P26793, P33201, P33309, P38336, P38801, P38996, P39073, P39517, P39954, P40327, P41812, P46957, P47047, P47110, P47119, P48240, P53044, P53063, P53272, P53617, P53725, P53833, P53905, P53909, Q01939, Q02555, Q02792, Q05635, Q06494, Q08162, Q12149, Q12514, Q12692, Q99383
..GO:0051716	o	13.179	10.508	1.254	148	1123	118	1123	0.0581	1	cellular response to stimulus	P00445, P00447, P01123, P02293, P04911, P06115, P06778, P07248, P09959, P10080, P11076, P11484, P11632, P11633, P12887, P13382, P13587, P14164, P15108, P15731, P15790, P15873, P15992, P16965, P17157, P17629, P17695, P18480, P18888, P19454, P21951, P21957, P21965, P22082, P22217, P22579, P22936, P22943, P23615, P25302, P25372, P25588, P25694, P26793, P29295, P29311, P29509, P31378, P31385, P31539, P31688, P32356, P32447, P32499, P32558, P32597, P32614, P32776, P32787, P33416, P33417, P34216, P34227, P34730, P34760, P35169, P35187, P35691, P35817, P36010, P36775, P38013, P38086, P38205, P38351, P38630, P38636, P38720, P38827, P38850, P38859, P38891, P38920, P39015, P39676, P39705, P39968, P40029, P40151, P40154, P40348, P40457, P40466, P40489, P40505, P40535, P40553, P40562, P40581, P41696, P41921, P43572, P43583, P43609, P46957, P47037, P47110, P48361, P48570, P49687, P53064, P53549, P53552, P53628, P53741, P53946, P54838, P60010, P61830, P80428, Q00416, Q00764, Q01389, Q01454, Q01939, Q02455, Q02890, Q03195, Q03790, Q03940, Q04002, Q04673, Q04792, Q05166, Q05515, Q05543, Q06337, Q06624, Q07457, Q07478, Q07551, Q07794, Q08422, Q08649, Q12159, Q12449, Q12458, Q99383
...GO:0048518	o	13.624	10.864	1.254	153	1123	122	1123	0.0533	1	positive regulation of biological process	O13297, O14467, P00445, P01120, P02829, P05755, P07248, P07253, P07278, P09959, P12383, P13574, P14164, P14832, P14922, P15873, P17106, P17157, P17891, P18480, P18888, P19263, P19659, P20134, P20424, P21560, P21957, P22035, P22082, P22141, P22147, P22579, P23293, P23301, P23615, P25302, P25357, P25365, P25443, P25451, P25491, P25502, P25554, P25694, P27692, P28707, P29547, P31378, P31385, P32324, P32340, P32432, P32447, P32468, P32471, P32558, P32561, P32582, P32591, P32602, P33297, P33298, P33299, P33309, P34216, P35191, P35817, P36008, P36047, P36053, P36149, P38074, P38144, P38255, P38300, P38351, P38431, P38827, P38882, P38931, P39001, P39073, P39520, P39521, P39678, P39960, P40151, P40160, P40202, P40327, P40466, P40489, P40505, P40513, P40517, P40535, P41696, P41813, P41895, P41920, P43572, P43583, P46672, P46678, P47117, P48361, P49687, P52553, P53044, P53064, P53165, P53168, P53267, P53276, P53297, P53313, P53549, P53551, P53628, P53743, P53940, P53973, P89105, Q01389, Q01560, Q01939, Q02336, Q02455, Q02647, Q03195, Q03330, Q03661, Q03790, Q03833, Q04779, Q05123, Q05933, Q05958, Q06440, Q06671, Q06679, Q06697, Q07914, Q07953, Q08179, Q08649, Q08887, Q08923, Q12154, Q12363, Q12434, Q12449, Q12514
..GO:0006807	o	59.038	47.106	1.253	663	1123	529	1123	1.8e-08	8.85e-06	nitrogen compound metabolic process	O13297, O14467, P00330, P00331, P00358, P00359, P00360, P00498, P00549, P00560, P00815, P00830, P00890, P00899, P00924, P00925, P00927, P00931, P00937, P00942, P00950, P00958, P01123, P02293, P02406, P02407, P03965, P04147, P04449, P04456, P04710, P04801, P04802, P04803, P04806, P04807, P04911, P05030, P05317, P05374, P05453, P05626, P05694, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06106, P06168, P06169, P06208, P06778, P06785, P06786, P06843, P07170, P07244, P07245, P07246, P07248, P07251, P07253, P07259, P07260, P07262, P07263, P07264, P07275, P07280, P07283, P07284, P07342, P07806, P07991, P08465, P08566, P09436, P09440, P09457, P09624, P09938, P09950, P09959, P0C0T4, P0C0W9, P0C2H6, P0C2H8, P0C2I9, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10591, P10659, P10664, P10869, P10962, P10964, P11412, P11484, P11632, P11633, P12383, P12385, P12684, P12687, P12709, P12887, P13188, P13298, P13382, P13393, P13574, P13663, P14120, P14126, P14164, P14540, P14682, P14742, P14922, P15019, P15108, P15180, P15424, P15436, P15454, P15565, P15624, P15625, P15646, P15700, P15873, P16120, P16140, P16387, P16550, P16622, P16649, P16861, P16862, P17076, P17106, P17255, P17423, P17558, P17629, P17695, P17709, P17890, P17898, P18480, P18562, P18888, P19262, P19263, P19358, P19955, P20051, P20053, P20095, P20134, P20447, P20448, P21269, P21373, P21538, P21951, P21954, P21957, P21965, P22035, P22082, P22134, P22138, P22147, P22217, P22354, P22579, P22936, P23248, P23254, P23255, P23293, P23542, P23615, P24783, P25039, P25040, P25302, P25374, P25379, P25441, P25443, P25502, P25554, P25555, P25567, P25582, P25588, P25627, P25694, P26321, P26637, P26783, P26784, P26785, P26793, P27476, P27616, P27692, P28241, P28272, P28273, P28274, P28777, P28817, P28834, P29055, P29056, P29295, P29311, P29453, P29468, P29539, P29952, P30902, P31116, P31373, P31378, P31385, P32264, P32288, P32340, P32419, P32432, P32445, P32447, P32449, P32454, P32473, P32494, P32495, P32527, P32558, P32561, P32582, P32591, P32597, P32657, P32771, P32776, P32787, P32832, P32861, P32892, P33201, P33203, P33309, P33322, P33327, P33330, P33399, P33411, P33417, P33442, P33750, P34161, P34167, P34247, P34730, P34760, P35169, P35177, P35187, P35189, P35194, P35691, P35817, P35997, P36009, P36010, P36013, P36049, P36053, P36059, P36080, P36124, P36160, P36421, P36534, P37012, P37291, P37292, P37303, P37838, P38009, P38075, P38077, P38086, P38088, P38112, P38121, P38122, P38129, P38144, P38199, P38205, P38255, P38333, P38336, P38351, P38625, P38630, P38689, P38701, P38705, P38707, P38708, P38720, P38754, P38768, P38779, P38787, P38788, P38791, P38793, P38801, P38803, P38804, P38805, P38827, P38828, P38850, P38858, P38859, P38882, P38883, P38891, P38920, P38931, P38934, P38961, P38972, P38996, P39001, P39015, P39073, P39109, P39517, P39520, P39521, P39522, P39533, P39678, P39705, P39726, P39730, P39925, P39927, P39938, P39954, P39956, P39979, P40007, P40010, P40012, P40018, P40040, P40055, P40078, P40151, P40154, P40160, P40161, P40185, P40212, P40327, P40348, P40466, P40470, P40489, P40493, P40495, P40505, P40506, P40510, P40525, P40535, P40545, P40553, P40562, P40693, P40825, P40970, P41057, P41058, P41696, P41805, P41812, P41814, P41895, P41896, P41921, P41940, P42073, P42846, P43572, P43577, P43579, P43583, P43586, P43609, P43616, P45976, P46367, P46655, P46669, P46672, P46784, P46947, P46957, P46969, P46990, P47006, P47037, P47039, P47047, P47077, P47083, P47110, P47119, P47143, P47176, P48015, P48164, P48234, P48240, P48525, P48570, P48589, P49089, P49095, P49166, P49167, P49687, P49723, P50094, P50095, P50105, P50861, P52893, P53040, P53044, P53063, P53064, P53072, P53090, P53114, P53136, P53163, P53165, P53184, P53221, P53254, P53261, P53272, P53276, P53297, P53438, P53549, P53552, P53617, P53628, P53725, P53743, P53833, P53852, P53854, P53875, P53905, P53909, P53927, P53941, P53946, P53973, P54113, P54115, P54885, P60010, P61830, P80210, P80428, P89105, P89886, Q00055, Q00416, Q00916, Q00955, Q01080, Q01163, Q01217, Q01329, Q01448, Q01454, Q01560, Q01802, Q01855, Q01939, Q02046, Q02196, Q02206, Q02326, Q02336, Q02455, Q02486, Q02555, Q02642, Q02753, Q02792, Q02890, Q02892, Q02908, Q02950, Q03195, Q03280, Q03330, Q03338, Q03434, Q03532, Q03661, Q03707, Q03750, Q03761, Q03774, Q03799, Q03833, Q03940, Q03973, Q04002, Q04003, Q04031, Q04116, Q04178, Q04217, Q04225, Q04226, Q04344, Q04347, Q04409, Q04500, Q04545, Q04600, Q04660, Q04673, Q04693, Q04728, Q04779, Q04792, Q04869, Q05021, Q05022, Q05123, Q05506, Q05543, Q05635, Q05775, Q05812, Q05911, Q05958, Q06053, Q06106, Q06178, Q06218, Q06224, Q06287, Q06337, Q06344, Q06350, Q06405, Q06406, Q06494, Q06505, Q06506, Q06511, Q06629, Q06631, Q06639, Q06679, Q06697, Q07457, Q07458, Q07478, Q07540, Q07551, Q07794, Q08162, Q08208, Q08237, Q08421, Q08647, Q08649, Q08686, Q08746, Q08887, Q08923, Q08925, Q08965, Q12020, Q12060, Q12074, Q12080, Q12109, Q12114, Q12122, Q12136, Q12149, Q12159, Q12166, Q12178, Q12186, Q12189, Q12211, Q12220, Q12265, Q12309, Q12345, Q12363, Q12389, Q12433, Q12460, Q12499, Q12514, Q12672, Q12692, Q12754, Q3E705, Q3E754, Q6Q547, Q99207, Q99216, Q99314, Q99383
...GO:0033554	o	12.378	9.884	1.252	139	1123	111	1123	0.0699	1	cellular response to stress	P00445, P00447, P01123, P02293, P04911, P06115, P06778, P09959, P10080, P11076, P11484, P11632, P11633, P12887, P13382, P13587, P14164, P15108, P15731, P15790, P15873, P15992, P16965, P17157, P17629, P17695, P18480, P18888, P19454, P21951, P21957, P21965, P22082, P22217, P22579, P22936, P22943, P23615, P25302, P25372, P25588, P25694, P26793, P29295, P29311, P29509, P31378, P31385, P31539, P31688, P32356, P32447, P32499, P32558, P32597, P32614, P32776, P32787, P33416, P33417, P34216, P34227, P34730, P34760, P35169, P35187, P35691, P35817, P36010, P36775, P38013, P38086, P38205, P38351, P38630, P38636, P38720, P38827, P38850, P38859, P38891, P38920, P39015, P39676, P39705, P39968, P40029, P40151, P40154, P40348, P40489, P40505, P40553, P40562, P40581, P41921, P43572, P43583, P43609, P46957, P47037, P47110, P48361, P48570, P49687, P53064, P53549, P53552, P53628, P53741, P53946, P60010, P61830, P80428, Q00416, Q00764, Q01389, Q01454, Q01939, Q02455, Q02890, Q03195, Q03940, Q04002, Q04673, Q04792, Q05166, Q05515, Q05543, Q06337, Q06624, Q07457, Q07478, Q07551, Q07794, Q08649, Q12159, Q12449, Q12458
....GO:0046700	o	4.007	3.206	1.250	45	1123	36	1123	0.365	1	heterocycle catabolic process	P01123, P05453, P06169, P07260, P07275, P15436, P16550, P22147, P24783, P25555, P25694, P26793, P33201, P33309, P38336, P38801, P38996, P39073, P39517, P39954, P40327, P41812, P46957, P47047, P47110, P47119, P48240, P53044, P53063, P53272, P53617, P53725, P53833, P53905, P53909, Q01939, Q02555, Q02792, Q05635, Q06494, Q08162, Q12149, Q12514, Q12692, Q99383
.....GO:0009069	o	1.781	1.425	1.250	20	1123	16	1123	0.615	1	serine family amino acid metabolic process	P06106, P08465, P09624, P10869, P13663, P17423, P25374, P25379, P31116, P31373, P32582, P33330, P37291, P37292, P37303, P39726, P40510, P48015, P49095, Q02196
