id	perc_enrichment_study	perc_enrichment_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	p_benjamini_hochberg	description	ANs_study
.......GO:0010520	0.3	0.1	3.00	3	1125	1	1125	0.625	1	regulation of reciprocal meiotic recombination	P09959,P32561,P35187
...GO:0035649	0.3	0.1	3.00	3	1125	1	1125	0.625	1	Nrd1 complex	P38996,P53617,Q00416
....GO:0030541	0.3	0.1	3.00	3	1125	1	1125	0.625	1	plasmid partitioning	P03871,P03872,Q04002
.....GO:0030543	0.3	0.1	3.00	3	1125	1	1125	0.625	1	2-micrometer plasmid partitioning	P03871,P03872,Q04002
.........GO:0060963	0.3	0.1	3.00	3	1125	1	1125	0.625	1	positive regulation of ribosomal protein gene transcription from RNA polymerase II promoter	P32432,P39520,P39521
.......GO:0001178	0.3	0.1	3.00	3	1125	1	1125	0.625	1	regulation of transcriptional start site selection at RNA polymerase II promoter	P23615,P32657,P38144
........GO:1900049	0.3	0.1	3.00	3	1125	1	1125	0.625	1	regulation of histone exchange	P32657,P35817,P38144
....GO:0043007	0.3	0.1	3.00	3	1125	1	1125	0.625	1	maintenance of rDNA	P53297,Q03707,Q07794
......GO:0000076	0.3	0.1	3.00	3	1125	1	1125	0.625	1	DNA replication checkpoint	P21951,P25588,P40348
........GO:0042780	0.3	0.1	3.00	3	1125	1	1125	0.625	1	tRNA 3'-end processing	P21269,P38996,P53617
....GO:0003906	0.3	0.1	3.00	3	1125	1	1125	0.625	1	DNA-(apurinic or apyrimidinic site) lyase activity	P05750,P22936,P31378
.......GO:0045896	0.3	0.1	3.00	3	1125	1	1125	0.625	1	regulation of transcription during mitosis	P14922,P16649,P39001
.....GO:0090317	0.3	0.1	3.00	3	1125	1	1125	0.625	1	negative regulation of intracellular protein transport	P40075,P40457,Q02455
....GO:1903828	0.3	0.1	3.00	3	1125	1	1125	0.625	1	negative regulation of cellular protein localization	P40075,P40457,Q02455
......GO:0032221	0.3	0.1	3.00	3	1125	1	1125	0.625	1	Rpd3S complex	P22579,P32561,Q04779
......GO:0010952	0.3	0.1	3.00	3	1125	1	1125	0.625	1	positive regulation of peptidase activity	P22141,P25451,P43583
...GO:0005761	0.3	0.1	3.00	3	1125	1	1125	0.625	1	mitochondrial ribosome	P07253,P19955,P21560
.........GO:0007070	0.3	0.1	3.00	3	1125	1	1125	0.625	1	negative regulation of transcription from RNA polymerase II promoter during mitosis	P14922,P16649,P39001
....GO:0016799	0.3	0.1	3.00	3	1125	1	1125	0.625	1	hydrolase activity, hydrolyzing N-glycosyl compounds	P12887,P22134,P31378
...GO:0032545	0.3	0.1	3.00	3	1125	1	1125	0.625	1	CURI complex	P39520,P39521,P53254
......GO:1900402	0.3	0.1	3.00	3	1125	1	1125	0.625	1	regulation of carbohydrate metabolic process by regulation of transcription from RNA polymerase II promoter	P17106,P31385,P39001
......GO:0000390	0.3	0.1	3.00	3	1125	1	1125	0.625	1	spliceosomal complex disassembly	P06634,P24384,Q06411
......GO:0042308	0.3	0.1	3.00	3	1125	1	1125	0.625	1	negative regulation of protein import into nucleus	P40075,P40457,Q02455
......GO:0090088	0.3	0.1	3.00	3	1125	1	1125	0.625	1	regulation of oligopeptide transport	P14922,P16649,P19812
.........GO:0034965	0.3	0.1	3.00	3	1125	1	1125	0.625	1	intronic box C/D snoRNA processing	P38336,P41812,P53833
.....GO:1900181	0.3	0.1	3.00	3	1125	1	1125	0.625	1	negative regulation of protein localization to nucleus	P40075,P40457,Q02455
.......GO:0034501	0.3	0.1	3.00	3	1125	1	1125	0.625	1	protein localization to kinetochore	P30822,P53148,Q03790
...GO:0016504	0.3	0.1	3.00	3	1125	1	1125	0.625	1	peptidase activator activity	P22141,P25451,P43583
..GO:0000384	0.3	0.1	3.00	3	1125	1	1125	0.625	1	first spliceosomal transesterification activity	P28004,P28320,Q12309
......GO:1902931	0.3	0.1	3.00	3	1125	1	1125	0.625	1	negative regulation of alcohol biosynthetic process	P24280,P31385,P39001
.....GO:0005674	0.3	0.1	3.00	3	1125	1	1125	0.625	1	transcription factor TFIIF complex	P35189,P41895,P41896
.....GO:0000729	0.3	0.1	3.00	3	1125	1	1125	0.625	1	DNA double-strand break processing	P29539,P35187,P38859
.....GO:0019202	0.3	0.1	3.00	3	1125	1	1125	0.625	1	amino acid kinase activity	P10869,P17423,P32264
.....GO:0006338	3.6	1.2	2.93	41	1125	14	1125	0.000301	0.0304	chromatin remodeling	P06786,P11632,P11633,P14164,P14922,P16649,P17106,P18480,P18888,P22082,P23615,P32447,P32591,P32597,P32657,P32832,P35189,P35817,P36053,P38144,P39001,P40019,P40154,P40161,P40466,P41813,P43579,P43583,P43609,P53946,P80428,Q01939,Q02206,Q03330,Q03388,Q03940,Q05123,Q06639,Q08925,Q12345,Q12692
..GO:0003700	3.1	1.1	2.92	35	1125	12	1125	0.000966	0.0717	sequence-specific DNA binding transcription factor activity	P07248,P12383,P13393,P13574,P14164,P17106,P20134,P22035,P23255,P23615,P25302,P25502,P29547,P35189,P38129,P38351,P39001,P39521,P39678,P39956,P40466,P40489,P40535,P41696,P41813,P50105,P53040,P53438,Q03750,Q03761,Q03833,Q04226,Q05021,Q05958,Q06639
.GO:0001071	3.1	1.1	2.92	35	1125	12	1125	0.000966	0.0717	nucleic acid binding transcription factor activity	P07248,P12383,P13393,P13574,P14164,P17106,P20134,P22035,P23255,P23615,P25302,P25502,P29547,P35189,P38129,P38351,P39001,P39521,P39678,P39956,P40466,P40489,P40535,P41696,P41813,P50105,P53040,P53438,Q03750,Q03761,Q03833,Q04226,Q05021,Q05958,Q06639
.......GO:0031124	1.8	0.6	2.86	20	1125	7	1125	0.0185	0.579	mRNA 3'-end processing	P17629,P29468,P38351,P38996,P39927,P40466,P42073,P45976,P53064,P53297,P53552,P53617,P89105,Q00416,Q01329,Q05543,Q06224,Q06697,Q07478,Q99383
.......GO:0006369	1.2	0.4	2.80	14	1125	5	1125	0.0625	1	termination of RNA polymerase II transcription	P21538,P32657,P38144,P38996,P39927,P40466,P42073,P53063,P53617,Q00416,Q01329,Q02555,Q02792,Q06224
.......GO:0006473	2.2	0.8	2.78	25	1125	9	1125	0.00854	0.337	protein acetylation	P12945,P25554,P32447,P32494,P35177,P35189,P38129,P43572,P52910,P53040,P53165,P60010,P80428,Q01574,Q02336,Q02908,Q03330,Q03761,Q04003,Q07794,Q08649,Q08689,Q12060,Q12433,Q99314
.....GO:1902493	2.0	0.7	2.75	22	1125	8	1125	0.0154	0.525	acetyltransferase complex	P12945,P25554,P32494,P32657,P35177,P35189,P38129,P43572,P53040,P53165,P60010,P80428,Q02336,Q03330,Q03761,Q04003,Q06337,Q08649,Q08689,Q12060,Q12433,Q99314
...GO:0070603	2.0	0.7	2.75	22	1125	8	1125	0.0154	0.525	SWI/SNF superfamily-type complex	P18480,P18888,P22082,P32591,P32597,P32832,P35189,P35817,P38144,P40154,P43579,P43609,P53628,P53946,P60010,P80428,Q02206,Q03388,Q03940,Q05123,Q06639,Q12345
...GO:0031248	2.0	0.7	2.75	22	1125	8	1125	0.0154	0.525	protein acetyltransferase complex	P12945,P25554,P32494,P32657,P35177,P35189,P38129,P43572,P53040,P53165,P60010,P80428,Q02336,Q03330,Q03761,Q04003,Q06337,Q08649,Q08689,Q12060,Q12433,Q99314
.....GO:0098732	1.0	0.4	2.75	11	1125	4	1125	0.117	1	macromolecule deacylation	P14832,P22579,P25357,P31385,P32561,P36124,P38255,P40505,P53973,Q04779,Q06629
....GO:0016575	1.0	0.4	2.75	11	1125	4	1125	0.117	1	histone deacetylation	P14832,P22579,P25357,P31385,P32561,P36124,P38255,P40505,P53973,Q04779,Q06629
.......GO:0006476	1.0	0.4	2.75	11	1125	4	1125	0.117	1	protein deacetylation	P14832,P22579,P25357,P31385,P32561,P36124,P38255,P40505,P53973,Q04779,Q06629
......GO:0035601	1.0	0.4	2.75	11	1125	4	1125	0.117	1	protein deacylation	P14832,P22579,P25357,P31385,P32561,P36124,P38255,P40505,P53973,Q04779,Q06629
......GO:0006354	2.7	1.0	2.73	30	1125	11	1125	0.00399	0.188	DNA-templated transcription, elongation	P06843,P15424,P17629,P32558,P32561,P32597,P32657,P32832,P35189,P36053,P38144,P38351,P40161,P41895,P41896,P43609,P47006,P53064,P53552,P89105,Q01080,Q01448,Q02206,Q04779,Q05123,Q06639,Q06697,Q07478,Q08649,Q12514
......GO:0006378	0.7	0.3	2.67	8	1125	3	1125	0.225	1	mRNA polyadenylation	P29468,P39927,P45976,P53297,Q00416,Q01329,Q06224,Q99383
....GO:0031011	0.7	0.3	2.67	8	1125	3	1125	0.225	1	Ino80 complex	P35189,P40154,P43579,P53946,P60010,P80428,Q03940,Q12345
.......GO:0061186	0.7	0.3	2.67	8	1125	3	1125	0.225	1	negative regulation of chromatin silencing at silent mating-type cassette	P22579,P31385,P32561,P38255,P40505,P41813,Q08923,Q12363
........GO:0000429	0.7	0.3	2.67	8	1125	3	1125	0.225	1	carbon catabolite regulation of transcription from RNA polymerase II promoter	P07248,P16649,P18480,P23615,P32591,P38931,P39073,P40535
...GO:0033202	0.7	0.3	2.67	8	1125	3	1125	0.225	1	DNA helicase complex	P35189,P40154,P43579,P53946,P60010,P80428,Q03940,Q12345
......GO:0000018	0.7	0.3	2.67	8	1125	3	1125	0.225	1	regulation of DNA recombination	P06786,P09959,P32561,P35187,P38351,P40562,P53551,Q06697
......GO:0043543	2.3	0.9	2.60	26	1125	10	1125	0.0107	0.394	protein acylation	P12945,P25554,P32447,P32494,P35177,P35189,P38129,P39010,P43572,P52910,P53040,P53165,P60010,P80428,Q01574,Q02336,Q02908,Q03330,Q03761,Q04003,Q07794,Q08649,Q08689,Q12060,Q12433,Q99314
.....GO:1900428	1.2	0.4	2.60	13	1125	5	1125	0.0949	1	regulation of filamentous growth of a population of unicellular organisms	P01120,P16649,P18480,P19659,P20134,P22082,P38255,P40069,P40466,P40505,P41813,Q03063,Q03373
......GO:0031938	1.2	0.4	2.60	13	1125	5	1125	0.0949	1	regulation of chromatin silencing at telomere	P22579,P31385,P32561,P35817,P38255,P38351,P40505,P40517,P53064,P53973,P89105,Q08923,Q12363
......GO:0070784	1.2	0.4	2.60	13	1125	5	1125	0.0949	1	regulation of growth of unicellular organism as a thread of attached cells	P01120,P16649,P18480,P19659,P20134,P22082,P38255,P40069,P40466,P40505,P41813,Q03063,Q03373
....GO:0060968	1.6	0.6	2.57	18	1125	7	1125	0.0421	0.999	regulation of gene silencing	P07248,P22579,P31385,P32561,P35817,P38255,P38351,P40466,P40505,P40517,P41813,P53064,P53551,P53973,P89105,Q03661,Q08923,Q12363
.........GO:0000472	1.6	0.6	2.57	18	1125	7	1125	0.0421	0.999	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P34247,P35194,P40055,P43586,P47077,P47083,P53743,Q03280,Q04500,Q05022,Q06106,Q06287,Q08965,Q12136,Q12220,Q12499,Q99207,Q99216
.......GO:0043144	2.0	0.8	2.56	23	1125	9	1125	0.0192	0.595	snoRNA processing	P15646,P20053,P20095,P29468,P33322,P38336,P38351,P38801,P38996,P39927,P41812,P42073,P47047,P48240,P53064,P53617,P53833,P89105,Q00416,Q02555,Q06224,Q08162,Q12149
...GO:0008134	2.0	0.8	2.56	23	1125	9	1125	0.0192	0.595	transcription factor binding	P07248,P13393,P17106,P18480,P19263,P19659,P20134,P22082,P27692,P29055,P29056,P29311,P35817,P39001,P39521,P41813,P46678,P50105,P53040,Q03063,Q03373,Q03761,Q08923
.....GO:0051052	3.1	1.2	2.50	35	1125	14	1125	0.00344	0.167	regulation of DNA metabolic process	P02829,P06786,P09798,P09959,P15873,P22082,P22579,P25588,P27692,P28707,P31378,P31385,P32561,P32571,P32591,P32657,P35187,P35817,P36775,P38351,P38803,P38883,P40151,P40466,P40562,P41813,P46678,P53064,P53551,P89105,Q04779,Q06639,Q06697,Q07457,Q08923
.......GO:0006368	2.2	0.9	2.50	25	1125	10	1125	0.0159	0.525	transcription elongation from RNA polymerase II promoter	P06843,P17629,P32558,P32561,P32597,P32657,P32832,P35189,P36053,P38351,P40161,P41895,P41896,P43609,P53064,P53552,P89105,Q01448,Q02206,Q04779,Q05123,Q06639,Q06697,Q07478,Q12514
......GO:0008080	1.8	0.7	2.50	20	1125	8	1125	0.0346	0.891	N-acetyltransferase activity	P12945,P32494,P39979,P43572,P43577,P53165,P53914,P60010,P80428,Q02336,Q02908,Q03330,Q04003,Q04728,Q07794,Q08649,Q08689,Q12433,Q12447,Q99314
.......GO:0051123	1.3	0.5	2.50	15	1125	6	1125	0.077	1	RNA polymerase II transcriptional preinitiation complex assembly	P11632,P13393,P19659,P23255,P29055,P35189,P38129,P41895,P41896,P50105,P53040,Q03750,Q03761,Q04226,Q05021
.....GO:0043631	0.9	0.4	2.50	10	1125	4	1125	0.178	1	RNA polyadenylation	P06843,P29468,P39927,P45976,P47047,P53297,Q00416,Q01329,Q06224,Q99383
....GO:0033613	0.9	0.4	2.50	10	1125	4	1125	0.178	1	activating transcription factor binding	P07248,P13393,P17106,P18480,P19659,P22082,P29311,P50105,P53040,Q03761
......GO:0051054	0.9	0.4	2.50	10	1125	4	1125	0.178	1	positive regulation of DNA metabolic process	P02829,P09959,P15873,P22082,P28707,P31378,P32591,P40466,P41813,P46678
....GO:0097346	0.9	0.4	2.50	10	1125	4	1125	0.178	1	INO80-type complex	P35189,P35817,P40154,P43579,P53946,P60010,P80428,Q03388,Q03940,Q12345
.......GO:0070898	0.4	0.2	2.50	5	1125	2	1125	0.452	1	RNA polymerase III transcriptional preinitiation complex assembly	P11632,P11633,P13393,P29056,P46678
...GO:0019213	0.4	0.2	2.50	5	1125	2	1125	0.452	1	deacetylase activity	P32561,P38255,P40505,P53973,Q06629
....GO:0050000	0.4	0.2	2.50	5	1125	2	1125	0.452	1	chromosome localization	P06105,P39705,P40457,P49687,Q02455
........GO:0030846	0.4	0.2	2.50	5	1125	2	1125	0.452	1	termination of RNA polymerase II transcription, poly(A)-coupled	P39927,P42073,P53063,Q01329,Q02792
.......GO:0006362	0.4	0.2	2.50	5	1125	2	1125	0.452	1	transcription elongation from RNA polymerase I promoter	P38351,P47006,P89105,Q01080,Q06697
.......GO:2000819	0.4	0.2	2.50	5	1125	2	1125	0.452	1	regulation of nucleotide-excision repair	P27692,P38351,P53064,P89105,Q06697
.....GO:0061408	0.4	0.2	2.50	5	1125	2	1125	0.452	1	positive regulation of transcription from RNA polymerase II promoter in response to heat stress	P09959,P22579,P25302,P31385,P40505
.....GO:0045912	0.4	0.2	2.50	5	1125	2	1125	0.452	1	negative regulation of carbohydrate metabolic process	P17157,P28263,P31385,P39001,Q12508
.....GO:0034724	0.4	0.2	2.50	5	1125	2	1125	0.452	1	DNA replication-independent nucleosome organization	P11632,P32447,P32558,P40161,Q01448
........GO:0090262	0.4	0.2	2.50	5	1125	2	1125	0.452	1	regulation of transcription-coupled nucleotide-excision repair	P27692,P38351,P53064,P89105,Q06697
.......GO:0045740	0.4	0.2	2.50	5	1125	2	1125	0.452	1	positive regulation of DNA replication	P02829,P28707,P31378,P40466,P41813
........GO:2001207	0.4	0.2	2.50	5	1125	2	1125	0.452	1	regulation of transcription elongation from RNA polymerase I promoter	P27692,P38351,P53064,P89105,Q06697
.....GO:0032103	0.4	0.2	2.50	5	1125	2	1125	0.452	1	positive regulation of response to external stimulus	P17157,P32561,P43572,Q06671,Q08649
.....GO:0004407	0.4	0.2	2.50	5	1125	2	1125	0.452	1	histone deacetylase activity	P32561,P38255,P40505,P53973,Q06629
.........GO:0000414	0.4	0.2	2.50	5	1125	2	1125	0.452	1	regulation of histone H3-K36 methylation	P23615,P38351,P89105,Q06205,Q06697
.....GO:0000784	0.4	0.2	2.50	5	1125	2	1125	0.452	1	nuclear chromosome, telomeric region	P29539,P38199,P38859,Q04003,Q99314
.....GO:0071033	0.4	0.2	2.50	5	1125	2	1125	0.452	1	nuclear retention of pre-mRNA at the site of transcription	P33411,P38801,P47047,Q02455,Q12149
.......GO:0001174	0.4	0.2	2.50	5	1125	2	1125	0.452	1	transcriptional start site selection at RNA polymerase II promoter	P29055,P35189,P41895,P41896,Q03973
......GO:0001173	0.4	0.2	2.50	5	1125	2	1125	0.452	1	DNA-templated transcriptional start site selection	P29055,P35189,P41895,P41896,Q03973
...GO:0001405	0.4	0.2	2.50	5	1125	2	1125	0.452	1	presequence translocase-associated import motor	P36147,P38523,P42949,Q01852,Q07914
......GO:0044773	0.4	0.2	2.50	5	1125	2	1125	0.452	1	mitotic DNA damage checkpoint	P21951,P25588,P35187,P38891,Q07457
......GO:0010677	0.4	0.2	2.50	5	1125	2	1125	0.452	1	negative regulation of cellular carbohydrate metabolic process	P17157,P28263,P31385,P39001,Q12508
....GO:0016593	0.4	0.2	2.50	5	1125	2	1125	0.452	1	Cdc73/Paf1 complex	P17629,P38351,P53064,P89105,Q06697
........GO:0071039	0.4	0.2	2.50	5	1125	2	1125	0.452	1	nuclear polyadenylation-dependent CUT catabolic process	P38801,P48240,P53725,Q08162,Q12149
....GO:0033558	0.4	0.2	2.50	5	1125	2	1125	0.452	1	protein deacetylase activity	P32561,P38255,P40505,P53973,Q06629
...GO:0035327	0.4	0.2	2.50	5	1125	2	1125	0.452	1	transcriptionally active chromatin	P23615,P38351,P53064,P89105,Q06697
....GO:0001190	0.4	0.2	2.50	5	1125	2	1125	0.452	1	RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription	P07248,P09959,P14922,P19659,P38931
.....GO:0043486	0.4	0.2	2.50	5	1125	2	1125	0.452	1	histone exchange	P16649,P32447,P43583,Q03388,Q03940
........GO:2001209	0.4	0.2	2.50	5	1125	2	1125	0.452	1	positive regulation of transcription elongation from RNA polymerase I promoter	P27692,P38351,P53064,P89105,Q06697
......GO:0032106	0.4	0.2	2.50	5	1125	2	1125	0.452	1	positive regulation of response to extracellular stimulus	P17157,P32561,P43572,Q06671,Q08649
.......GO:0032109	0.4	0.2	2.50	5	1125	2	1125	0.452	1	positive regulation of response to nutrient levels	P17157,P32561,P43572,Q06671,Q08649
.......GO:0033967	0.4	0.2	2.50	5	1125	2	1125	0.452	1	box C/D snoRNA metabolic process	P15646,P38336,P41812,P53833,Q02555
........GO:0034963	0.4	0.2	2.50	5	1125	2	1125	0.452	1	box C/D snoRNA processing	P15646,P38336,P41812,P53833,Q02555
......GO:0034502	0.4	0.2	2.50	5	1125	2	1125	0.452	1	protein localization to chromosome	P30822,P32561,P53148,Q03790,Q04002
.........GO:0043138	0.4	0.2	2.50	5	1125	2	1125	0.452	1	3'-5' DNA helicase activity	P35187,P40562,P53946,P80428,Q03940
.........GO:2001166	0.4	0.2	2.50	5	1125	2	1125	0.452	1	regulation of histone H2B ubiquitination	P25694,P38351,P53064,P89105,Q06697
.....GO:0034397	0.4	0.2	2.50	5	1125	2	1125	0.452	1	telomere localization	P06105,P39705,P40457,P49687,Q02455
.......GO:0070786	0.4	0.2	2.50	5	1125	2	1125	0.452	1	positive regulation of growth of unicellular organism as a thread of attached cells	P01120,P18480,P19659,P22082,P38255
....GO:0016568	7.7	3.1	2.49	87	1125	35	1125	1.47e-06	0.000258	chromatin modification	P02309,P06786,P11632,P11633,P14164,P14832,P14922,P15646,P16649,P17106,P18480,P18888,P22082,P22579,P23615,P25357,P25554,P31385,P32447,P32494,P32561,P32591,P32597,P32657,P32832,P35177,P35189,P35817,P36053,P36124,P38129,P38144,P38199,P38255,P38827,P38911,P39001,P39956,P40019,P40154,P40161,P40466,P40505,P41813,P43572,P43579,P43583,P43609,P52910,P53040,P53064,P53165,P53946,P53973,P60010,P80428,Q01448,Q01574,Q01939,Q02206,Q02336,Q02908,Q03012,Q03330,Q03388,Q03761,Q03833,Q03940,Q04003,Q04779,Q05123,Q05580,Q06205,Q06337,Q06629,Q06639,Q07457,Q07458,Q07794,Q08649,Q08923,Q08925,Q12060,Q12345,Q12433,Q12692,Q99314
.....GO:0031935	1.5	0.6	2.43	17	1125	7	1125	0.0625	1	regulation of chromatin silencing	P07248,P22579,P31385,P32561,P35817,P38255,P38351,P40466,P40505,P40517,P41813,P53064,P53551,P53973,P89105,Q08923,Q12363
.........GO:0000480	1.5	0.6	2.43	17	1125	7	1125	0.0625	1	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P34247,P35194,P40055,P43586,P47077,P47083,P53743,Q03280,Q04500,Q05022,Q06106,Q06287,Q08965,Q12136,Q12220,Q12499,Q99207
.....GO:0016569	4.1	1.7	2.42	46	1125	19	1125	0.000922	0.0705	covalent chromatin modification	P02309,P14832,P15646,P22579,P25357,P25554,P31385,P32447,P32494,P32561,P32657,P35177,P35189,P36124,P38129,P38255,P38827,P38911,P39956,P40505,P43572,P52910,P53040,P53064,P53165,P53973,P60010,P80428,Q01574,Q02336,Q02908,Q03012,Q03330,Q03761,Q03833,Q04003,Q04779,Q05580,Q06205,Q06629,Q07457,Q07794,Q08649,Q12060,Q12433,Q99314
...GO:0016570	4.1	1.7	2.42	46	1125	19	1125	0.000922	0.0705	histone modification	P02309,P14832,P15646,P22579,P25357,P25554,P31385,P32447,P32494,P32561,P32657,P35177,P35189,P36124,P38129,P38255,P38827,P38911,P39956,P40505,P43572,P52910,P53040,P53064,P53165,P53973,P60010,P80428,Q01574,Q02336,Q02908,Q03012,Q03330,Q03761,Q03833,Q04003,Q04779,Q05580,Q06205,Q06629,Q07457,Q07794,Q08649,Q12060,Q12433,Q99314
..GO:0000989	3.2	1.3	2.40	36	1125	15	1125	0.00416	0.194	transcription factor binding transcription factor activity	O14467,P07248,P09959,P13393,P14922,P16649,P17106,P19263,P19659,P20134,P21957,P22035,P22579,P25554,P29055,P29056,P32432,P32561,P34161,P38351,P38931,P39001,P39520,P41813,P46678,P53064,P53114,P89105,Q02336,Q03330,Q04116,Q06505,Q06697,Q08887,Q12060,Q12363
......GO:0016074	2.1	0.9	2.40	24	1125	10	1125	0.0233	0.662	snoRNA metabolic process	P15646,P20053,P20095,P29468,P33322,P38336,P38351,P38801,P38996,P39927,P41812,P42073,P47047,P48240,P53064,P53617,P53833,P89105,Q00416,Q02555,Q03532,Q06224,Q08162,Q12149
..GO:0000990	1.1	0.4	2.40	12	1125	5	1125	0.142	1	core RNA polymerase binding transcription factor activity	P13393,P23615,P27692,P29055,P29056,P32776,P35189,P41895,P41896,P46678,Q04673,Q06505
.......GO:0000987	1.1	0.4	2.40	12	1125	5	1125	0.142	1	core promoter proximal region sequence-specific DNA binding	P07248,P14164,P17106,P20134,P25502,P39001,P40466,P41696,P41813,Q03833,Q05958,Q12692
.......GO:0045815	1.1	0.4	2.40	12	1125	5	1125	0.142	1	positive regulation of gene expression, epigenetic	P07248,P22579,P31385,P32561,P36053,P38255,P40505,P41813,P53551,P53973,Q08923,Q12363
.......GO:0001159	1.1	0.4	2.40	12	1125	5	1125	0.142	1	core promoter proximal region DNA binding	P07248,P14164,P17106,P20134,P25502,P39001,P40466,P41696,P41813,Q03833,Q05958,Q12692
.....GO:0060969	1.1	0.4	2.40	12	1125	5	1125	0.142	1	negative regulation of gene silencing	P07248,P22579,P31385,P32561,P38255,P40505,P41813,P53551,P53973,Q03661,Q08923,Q12363
